ZYTI,WIBD,KVJI,CSTT,OFSQ,RXUY,GWEE,NANX,PMLC,JIEK,GXSO,PTAX,RLCO,RNOZ,QRWO,PSSJ,WBYY,BDGK,FWKW,PFKF,ZKOY,XBUG,OMXX,IXKB,YKJO,GQUZ,VKRW,DDTT,QXYM,MHEC,TUXT,UZSD,AOQU,RJWA,VTQI,ROQE,ZMHO,RTDN,MJXP,XYKI,RESP__0,RESP__1,RESP__2,RESP__3,RESP__4
63057233.20439853,57151208.73946515,59505737.8648916,58752966.40054587,51032077.70464025,90082460.21090163,80641645.21001557,69477757.77646472,80978040.48218246,70976636.5593523,62757095.43551259,48264653.151489414,70745207.5437843,60132635.69407799,71089711.99610376,93124698.06745537,58061398.1045574,91356142.36777969,86243776.30320624,94178715.12129138,94675240.71542601,72391088.45769043,80488673.45338178,75666714.2303785,74026183.92289199,62913983.93247237,74235229.22874725,84955739.76183866,87758818.1032908,90019024.23556642,51882322.99301387,52177865.054950364,57787395.18581334,56729264.999166034,84364727.59384048,77327179.72060384,66322281.74608457,56861574.62230861,96671136.6275219,59751173.154158615,34353536299.359024,46717366265.31708,14175830802.991325,37593856921.061264,27378143599.693516
73896531.89871398,82662579.51163094,81538627.19273713,61852691.92352249,84323262.5699788,95734378.04433836,52856204.31115429,59557780.21716095,92924282.54681943,45889825.17925932,99839398.76009218,95210756.57725595,88940175.50691016,87049476.60179669,92540287.26976332,94167168.44980635,54740454.733232744,66024841.12781118,79277220.65413855,72978503.86574434,96161220.89513186,62868191.58558988,79513004.45506823,93449315.35415791,72225679.97105248,61154005.408229604,64785563.653354846,57269566.80075751,72124951.81678033,51417741.931626536,70654830.52550188,57189459.73258513,68950855.0228191,62708374.06477341,97985206.4224226,78972345.19641934,41983678.10650801,90588121.86217834,55773160.295478866,85333363.73076054,24474103969.70539,45016816733.02647,17978062651.77062,39423167179.405235,31689328200.38568
63501970.29220025,71493045.8842154,119170758.43193534,61298045.700297594,64447846.72486708,71914279.10460505,77159678.15062316,87795228.276349,45247573.9845627,36753528.61988971,65389085.293723926,67525781.7913877,66608945.44601187,81917159.72968057,49997362.83079486,73689125.78218159,107354568.80540755,95245450.89429124,78417925.55298382,51262039.32590198,71869120.2181286,55888337.25553602,100643619.20328315,85537674.75455795,42626304.412564,72027687.85395981,99912807.52653578,69198615.10902494,76278599.16968581,91861352.12711963,81719253.26434585,74600969.33101876,67073269.75850177,72671250.32398593,63337280.22770202,83902320.23272558,55179805.21585023,50453821.197054766,104403041.7541084,89021795.21346311,35862043899.214035,43287871161.63261,21241367110.193016,33812042175.64835,44631531968.88887
78151013.17264144,81320935.17264381,80128920.34927487,62375760.88102085,79181467.60259886,36945596.91298708,88852073.07823,54703767.397845626,48962021.05034247,90474628.7022662,62409806.79061733,69973975.81716159,51086707.180790305,80742481.13304171,67197803.95648196,65420954.63109715,64449158.84520538,98979415.72607566,72286762.67497255,89488142.05158576,79350144.57575531,77168678.8536855,76828012.25601552,59793652.56083799,57898036.277906746,85616196.83025686,100418470.75389788,88278964.17239186,56659198.14263791,56567776.16669357,86037716.70252569,71827840.66813284,96209667.41515273,75074131.66032211,64768721.59339237,72790382.50860472,66295872.11730258,59738138.350958936,84397214.74714907,77782430.93933842,32977921254.93964,45587535514.113884,17412139602.477287,25933101860.981575,36127506666.43193
86252549.1858829,70005142.34395346,55552948.3629313,66276986.25533629,64760332.80424145,92545805.88114159,75159113.61079952,65290338.766476974,93359429.44173148,73606613.78664161,50409792.2578832,54734369.60204615,65306189.316765435,59386609.29068194,44922054.90537269,91899109.32395923,63683350.64847054,89518002.89895204,100662846.89875844,95202255.32924446,79522967.93997198,88233681.74004076,83664959.23265131,82347932.50615071,70023094.31016321,64240284.41846384,82181458.00446314,100489928.28335613,80085292.1472807,101449387.11983182,55326387.14803904,51367061.44373187,55210563.20972557,56878856.794174686,82872577.6321479,73834072.0729715,73318236.52940726,<Err>,103211575.0935834,60411749.10734587,37189456311.07869,46272768332.790306,13530108032.213898,39918486063.24616,29956354494.365704
91485268.89280073,65920805.338845216,46141470.56944908,50327615.3835522,44506847.99854662,111831119.73304749,77416755.84828094,74409208.60763271,95782017.819528,92553967.0034461,58965664.93682478,52070617.63582065,62431700.34737115,39572972.339936525,54051412.78824075,78378927.58814734,57001414.561610594,95990260.6921262,90040542.28996113,90772405.06103389,84588792.65981542,94728396.84569116,75341837.39537945,78304104.66528237,69955976.32948545,72420348.26995462,70520685.9788027,69180990.51159099,87019139.41935663,89132385.88004375,49248297.435275115,61111339.8715215,67942128.95461303,44062743.46221467,71694342.36336797,77247131.06262323,57957369.44231167,46847530.09378405,99218495.87272559,58515521.377131805,38259322765.70215,48450127731.348785,13129996064.46976,45849395702.98961,28037383629.690155
64887882.87240221,79606617.83548704,92947182.81704614,89228033.80394655,93460312.16310847,51789694.924931966,52123254.53728718,64474015.97367236,76981748.30890068,82744763.22175038,85405030.52322549,92949558.80405295,61410984.4784347,54273063.03349993,67580158.79719912,59136591.14555967,63369440.80039007,93909768.54082209,68066626.53461196,58973516.27290807,72966791.10457486,47962694.379248664,53048136.75460091,79851073.71011867,64305797.76615657,48622365.74336723,69211326.59005587,83792146.04425775,86730813.97110507,103382693.5695785,60686794.582046755,51426953.381338365,86792971.11633024,94066643.2495751,66131477.70777836,91214487.81007448,76813135.76688962,74724799.8253371,75532113.65954547,78551786.55264042,36750983069.75582,42889296544.57645,16080427760.178493,28925660357.73309,34313768072.03329
84573278.60820559,65190550.33028386,97302042.56104857,70095168.20604213,80056868.56176583,55211732.1870069,96138330.69080247,96004761.93720067,64822173.00627285,56356780.79319403,70127348.33263198,80375882.541195,64582562.68780876,82719034.23843771,55065602.94190325,90710241.95214058,86477990.6586176,99725300.81089845,74547669.26396638,57857265.420291446,82236205.05008839,55547469.281031236,91938724.09484625,87135105.47786708,51484993.57991621,76503197.06201437,97966139.02237213,55761216.858056344,86267164.38923714,70310527.31084807,69233885.10676396,106323837.52606353,64629119.86053945,68077893.07279079,67859976.06694682,86402437.18543462,72340217.57464674,60679582.47397192,91632607.14837891,73492080.86970039,33969314498.5818,47970680277.38946,18397142229.481407,31586676414.090805,47494941002.35734
52534313.25650579,92297871.42808856,107320063.99186972,85629939.71801762,79802473.10693306,51262387.90857329,73770656.65009122,70450075.5379885,67210601.48785275,84495054.2236907,98334301.27584079,92934674.88740501,72718572.30916558,48793130.09727002,69306972.13342738,39156663.44566168,67571767.68437377,101678815.31171729,59068354.712412864,61567250.56218974,61414052.5130577,71151691.41980444,70143817.99923271,78554088.1196077,61420587.493073836,33730652.23151273,73856045.38883221,95980510.61552137,70090738.3475287,97099731.54563054,59923099.793852106,61023818.02198713,98931371.14871708,101717191.2626836,72552279.24506494,66512733.52915871,86682287.0263234,51485251.775107294,72216650.4619775,86803069.93461739,36108572714.107285,46098392632.01221,17837894141.97392,28869091999.719685,35773077122.95041
63112966.994952545,50506080.83614408,85095179.62317899,72206431.9658583,73072182.37678951,68373736.76275827,43473236.14856851,99353567.91117464,83464306.36004484,102326727.25765067,45811988.98657445,66824277.25554017,60728981.72875198,53335132.68072717,64638490.85241282,54077299.918697655,78416777.3842047,77407208.925461,46620640.5444407,82612028.96643057,80629733.31242752,65323141.50548188,66590517.47856957,84102443.75593281,77072786.00591466,91639526.7166253,42134423.98021927,94702718.39668919,42072445.48682706,55139239.70114934,61525254.395870455,50697403.853442945,52022540.143007725,54724238.92021322,86815047.08072133,46830798.8915173,89758223.36184356,69366498.33009124,86835388.97543438,85891773.03073835,26704089419.04375,46797952655.76304,18596796032.01143,28239058101.381893,34960609200.68957
59505134.18532492,56221370.29733913,89726880.59041195,55638771.06034167,55709181.23307888,57482617.55625096,99604464.78376004,94027965.08035962,67983591.67861913,86746031.41927107,107610726.70177601,100657976.42364323,83556281.49307065,105611993.75655572,60874176.7268225,76563799.78195067,42688526.16798885,50196220.98255475,54522463.95964416,57547808.57184302,84868088.18116774,51556708.18607317,63897732.767060734,102393564.40223263,86739347.98211713,76921020.18552051,66038224.947719336,52641820.1838694,95748612.55223742,91381045.7138571,78425632.05967313,48706281.511121474,63823281.42972535,52097002.474930786,54872722.058504924,42473737.58730026,93052778.90905143,106920999.50877097,80944450.59359093,83588765.58367547,26935931156.994156,45106707216.022255,18838787427.49764,23888743103.55592,25002822265.42612
67164562.44532852,94391381.98298606,88148248.5476441,55483349.23537492,82391913.77592994,44496802.58634059,101302115.99655941,65706291.11828553,49738514.43118834,93823690.56133161,49724263.703606255,70614441.14133796,52317796.34779271,90401571.68207806,65908478.715157814,46698407.477748536,66322948.95081473,100994421.69776316,69148097.59217474,86186061.00063387,89613318.27482334,72812813.82923986,102165199.48533112,52632419.71365488,70280358.29538026,96426659.16940944,93129892.4305378,92058618.88093969,53100986.517443106,49516848.353895724,87152776.35621776,64589478.34286381,68012616.06747778,67179707.13923138,77727406.88537712,78425043.1177609,59322992.807173714,66223051.433015704,91173008.67722708,80890824.20616981,30998309520.753773,52480606028.327705,18325028714.987846,30402932959.219215,34329759394.724426
52613602.81371553,89153671.13074255,106465506.45498925,87933893.70078783,90916818.02064943,50877844.28080859,50859776.09192236,54042352.75131345,59457273.71799734,89284820.166658,112466295.26374155,100066486.89564493,54939402.36667965,51746449.76003558,77404240.33978926,62375785.475760065,67697033.87806076,99816173.2021901,57979426.462688155,65805065.1703522,71326843.86005408,53025714.359114364,59218171.1248958,77636647.5490801,77318444.5789913,42080786.83735208,70553426.0820925,89785374.25958516,62248675.41229114,102425719.82611619,67424088.28943956,64145707.4447854,95376702.49988538,96210729.64029913,66677624.08824002,68952109.24488717,71450302.68406327,71326576.9287342,83659341.19997604,79923475.91458015,35428420420.501595,43767386314.39826,16508436767.632296,27344517191.268524,35762012902.118004
64674284.71262897,54417494.21838236,84463639.1150949,73339369.81084427,79987484.24808402,59752772.273030385,42428980.79990108,71437299.31548539,79783859.52720454,90346840.87882027,63163093.39458856,53667025.63164288,56314533.95192399,47261702.73029168,47211889.221089184,43620747.37626485,83681879.24326341,68871699.09630474,53614582.55085558,108306424.31477378,60174977.28492364,64697924.37234827,45998187.80556256,87765509.84329627,72603261.41541664,101103326.56491394,52741892.94128779,101702329.62661679,50625688.80633162,68467684.38598298,52879875.502704695,49913965.005892,58553158.903566584,48324821.10288274,77450194.96892892,56846124.44316875,74937187.4469491,68775168.24063078,93060196.66752678,79898115.37360138,26893350629.611023,47578538410.65143,18330604389.9832,27294802634.78675,34795689849.97086
101763937.7559135,65299605.65803914,68254506.05120535,96441956.96742012,67647559.62971778,82673171.96428,78507071.01738766,81399846.522445,88039579.07138148,80480808.90445133,54420048.3768007,82861780.57381895,85232634.22227593,53893617.08163213,67950673.78695668,65582552.872223794,81779059.88809773,91631777.89068277,60071251.27101689,54262466.15654466,78903525.4266848,63018939.833509594,61560344.49238849,60752794.98874423,49349958.96470002,73227562.42244294,72759337.89567417,92403635.50863153,90797206.09966177,50376812.82791402,106622469.1544846,94269364.43520741,79226359.12770763,54943734.36405927,49038222.54515176,49651720.118323274,80480211.86911023,49520168.230112255,55826616.289234534,62728231.13187862,31691815431.911106,41223145982.994484,16434990620.701414,30824070793.83052,42222178129.707016
65541241.00273296,94080097.72649011,108279089.1713606,82580927.63706344,66914048.363416836,55182854.19995985,58357656.01759907,66993717.83685872,47835744.94242225,87992441.36286575,110641669.33573982,112644302.94179146,55869810.57370985,53271883.2169477,62193545.89136992,50967773.90040081,67510202.7263429,96657170.66238283,64148898.37605515,44205367.999085516,65797563.06230985,39281644.40312912,59109594.36666143,92905251.68266173,73545761.39277412,64477679.66988422,66106756.65654029,76602919.29312386,79437876.77409256,90846488.90035541,71170574.35811286,57457256.881334834,90824547.85422023,100893788.15572236,66325580.35403604,70605335.36901002,73858459.96901263,60489406.018126234,72000799.81381214,68056398.81162275,36844922687.49424,42143788104.74204,18471464375.95066,27118155414.236004,30987755044.68246
104536685.47948919,58968126.41781265,60651686.825108334,65018254.97098476,58538655.64125742,97225061.7431969,78370266.88026902,84725761.07786165,85867314.74199872,80104174.70648544,52134241.74795052,60320622.68461395,63329436.83037762,58623665.99371006,41248312.80731967,83522823.65319256,70523043.96728262,104176304.71355727,96297087.83440095,88957028.25689012,106176747.59101215,88136216.01445064,82093112.26223578,62096073.60255898,86552005.62028812,72145605.65244745,82683581.71403429,78772399.516616,86839056.30936462,86770781.47214033,63139885.70740777,55995422.351126745,63321415.00502813,60909335.66632626,74382673.20141765,70560248.21894938,69130174.30506766,68661106.23675333,102276177.80417763,57774241.71033691,40029182355.99973,48216346701.83132,14703616071.903358,39312080313.44821,32813041207.920567
61019976.19958895,37650982.387942806,77244241.32332742,92194059.66785027,68001192.1387568,67077640.71873838,56461926.93587822,76364382.02244273,80523843.4155063,89415404.26522982,60024295.24972281,67940835.40732858,61651498.40833728,62376832.59071383,35797897.03507312,38323687.606646016,90116158.17569065,84349521.88942426,56255407.95373234,106057201.52295496,79533450.76002598,66620499.989859484,56289752.96811706,94191605.74793705,65212002.41997439,106171541.4920303,55269814.245982796,93499074.47167052,52058205.315817915,61219785.981102124,59635194.0503585,54422948.67313301,64768375.793291196,58323617.812474355,88291621.10346691,56941165.45585318,95365580.52492045,61978364.28993864,92069373.08000074,84682015.54937309,29493917882.064236,45168680731.82963,18403972925.585304,28542410202.12457,36021503420.05264
62473726.108123854,116081461.79017481,108517955.13253906,92193782.7914529,87018156.5037022,59231587.757891804,70481990.53312209,66807270.001637764,46004653.656334884,95027955.38664417,99283815.92731352,110087729.40967755,72094874.32822935,67521320.61344752,72230390.38647163,61808720.64490989,67023296.09961976,95874918.56347947,60922929.24349911,53597802.77057799,73050730.8999351,61934612.64714393,60758860.451570794,81792202.40926279,54239821.882288136,51720319.66790817,65587436.62804142,86799588.19954722,71710460.49110077,102679361.93119071,72518325.38170314,61339837.165351324,88826326.05315475,96852029.16056453,69975182.28102665,75990602.61579882,66437414.78643327,65095593.52960854,73263102.86386128,73131505.28625764,35619692696.418175,49948361111.68598,18195943922.081028,31253531819.68688,35929422809.075745
64910265.673560455,46620678.86677182,79991307.96370381,74502618.28021528,73177737.91651992,56269853.50146639,48848998.348952554,69608013.61367844,87760139.6438524,91055476.31522885,57793207.95347744,50530268.92909802,56413851.11565699,58755581.757760845,50823280.49597587,39143690.58279004,74179584.91168031,58310600.76339145,63391233.21346707,92820056.3160131,71134334.37301585,61997119.323728494,63210242.719289646,83956046.8645112,68717211.08825302,102678856.85209602,44803141.71816241,97664699.71256067,63249882.39650719,73769774.59906392,58155576.501890585,41145797.29382448,50582322.03323929,70982867.73792124,83916856.67039032,57370993.63522638,90220984.44790009,56117362.702093646,80887069.03729548,81412555.19147637,25499441442.05074,44062191342.3124,18470053991.274544,26071710012.718624,30817017726.980637
78892120.78864062,68303800.70967,89815980.75541677,67013471.939073,72594825.59817928,50242699.92238474,80977960.91831206,85394752.69048141,51633911.661997855,67725384.86437722,77262389.66937873,92241410.53462388,72405322.56951255,82880732.12277271,48739278.918292046,81332178.57196932,95218815.33075307,90555329.06810874,91728474.55161361,56194807.786298,75343131.31665397,45472750.320853174,73536779.3246375,89426694.69313759,49093743.76445582,94421549.46989438,91413568.45149645,65756517.41336727,87224407.59916262,83823273.9830549,72670806.9451699,89800585.77065657,78301084.7960769,67549352.52427599,72253473.69642803,99130942.10716212,44039048.73423816,49255528.59677815,104041426.17447025,76971375.82231209,33668306878.38583,43993248153.12718,19640072636.72509,30326134599.76973,44447842837.73443
76501932.10199587,46388465.86064074,102906721.60342512,49094360.72478557,50439304.22389044,78308510.9878956,104596081.6194339,90042512.91720343,54675106.96773587,101201369.7167801,99921688.06657827,91004201.81837279,64368438.78687947,79784502.4220434,53615946.81795561,68861668.02335073,50428659.77849557,67507614.00693767,58104974.26456388,64634856.56948096,93657106.47658671,57328635.271685444,63278037.885126926,96527524.25069758,94310507.17480321,91693001.93605675,70718963.06286182,61211238.81336132,98797897.01259322,94513304.76658753,96049215.6777871,56301121.56391922,45190834.65936546,58191512.7790391,63042001.38721171,47877430.17301951,109437999.07083867,109255333.56412281,82249785.55192725,72294061.37711269,32844365709.311424,44348697657.139824,20549458591.951077,30126010653.972004,26306215958.034332
59689281.863988906,44888647.04816854,76029968.18239166,85021444.8284699,74133072.00166915,67599344.40552549,58231810.368106365,66480165.21847082,76193391.79256149,85783747.12666774,65522841.52805241,62399250.947995685,54345649.66949608,47606372.867816046,49791633.1101782,58129061.93413387,80461508.8471673,56623008.51447168,55246185.0422138,89965162.35720845,72915391.9966813,66080221.37999545,54864620.15469056,79451817.17525323,76804472.5884284,86500952.82756193,67558634.06535359,89749088.66935667,71083755.79987264,48461317.76962386,54078978.42334482,39448097.64973418,59578620.591105275,79835891.54918194,78087839.79174109,58409319.35923441,95989046.4254219,65262650.64431933,76025442.60544579,80645009.5771243,21403276048.959023,42828805234.895226,16524682140.558945,30186164315.010906,33182859225.86932
64048781.398094736,92466474.51915817,81314851.75259988,58371375.14131002,74153883.63511671,50046190.46262661,86632423.37374286,53268687.47873651,53128000.53871325,88207147.24120362,67225404.08784352,50332906.86500662,51898398.962323256,81898513.1489575,78772537.43036416,60146914.85204993,69320503.41884084,108294066.29213893,64407143.47362931,87630265.61443695,64530372.02400808,50156691.375370085,88597552.45116265,52585528.23309278,60080128.74085656,75069339.573339,91383081.85070698,84789978.61302121,57035825.9832598,50613756.06190902,87404269.9383068,61227718.04433695,90926047.16139504,69343036.43904577,61652665.4099606,58589610.55103862,54253158.02662781,61899108.47298211,75428579.10058172,91898299.69972974,30129867515.886173,48716471048.64835,16186155255.7589,24883747123.12917,33797615703.673958
81589771.87957498,63036535.31010743,87128114.02596606,61953285.41209752,67940652.42208622,65916922.873839416,104599250.12633239,87879363.4590482,55908004.1451491,59477151.82472807,69638149.4940456,80841564.84790152,77368427.17092647,80500863.77938278,61255546.93034556,76576986.30971904,88381481.66932012,91313563.09967674,92372890.27083667,62753443.162389584,76439360.32949509,59648272.10742458,92921522.80682078,99830331.6480263,43531592.91273635,83370338.55182093,95678975.53049107,41434091.33066302,79456623.287951,82956222.66740647,71539734.32013448,109351564.29071549,73421558.31085399,65341557.693610266,69183724.9308099,101657052.80806613,55616278.51124068,66884432.23564104,87915629.19406976,75169227.4911306,35267418451.91047,44650105637.68923,18025963033.043358,36640128241.4813,46281741566.08595
60302768.642446935,55143179.970781356,92786511.66400602,56899583.44270625,57972677.79725594,64822921.76268315,108142743.7621794,95332134.14901493,63958784.02220115,94238837.37991233,95997136.24460945,103646129.19505663,64449368.02295547,90462057.25858173,47253725.316299364,76979696.91663745,50260524.97811076,47159250.46174312,63084701.04708842,45781945.60849574,89275709.70310163,62049814.37174845,56324292.366511546,88905298.91805193,92338931.28356652,81542193.6959482,76335549.86056653,69176024.16279778,103050150.50268352,106354921.93391714,88246771.76579535,39749790.040503204,50168800.38318467,51114477.772456154,59583031.92248436,66393067.56855623,87249775.8902619,89316634.97586775,69842529.45255171,70658611.64496514,29275084830.534023,42000782303.44288,18292312748.27733,29974479830.481815,24741676494.840416
76006578.03674428,57962449.76527537,53106518.78759494,71522312.78857748,50972330.39567021,100155171.15812285,76879020.80538599,89075997.31271642,96334562.52968417,72396460.18580623,55091126.76074384,45499832.56618082,50978801.72781277,65307932.6213751,44139044.461945124,83721232.17350596,51220123.819550864,92750964.57529655,100739402.34106381,83180729.57104717,92840370.65002677,89377578.7007467,76484392.99852976,80197737.10704823,69291691.18497227,53686413.272782505,78245691.8929296,68962482.31818981,101690324.152297,81596672.45728314,45015212.55174422,55800716.625184335,45616765.42219226,63799203.10853617,73925267.08357713,77751941.09983407,66548509.0067069,58003431.876173615,99278586.92258155,55406112.10386693,35276320814.689575,47979248677.86813,12109268972.873074,41734510652.90648,26476850221.404068
106583929.71966995,60538570.158056274,41400142.08100513,62816051.960061416,63299814.67155913,105283499.5824179,71917254.25369741,76860488.55230623,99470834.29967989,80731406.32956721,48490192.10266184,60850391.760704055,51060748.38898584,60423244.27092688,48927937.09604677,99895342.6959498,71043996.7681211,94759705.89612484,108722102.41877767,100211224.85451932,104567209.99388306,87081924.80269875,90515975.15084873,59151577.653249726,79898211.772581,59389576.0137575,79408370.91392364,88630419.0614609,80715841.94017296,101286888.70473674,64106573.141330056,60200599.6598003,56109072.38840912,58855958.87088942,59081763.560210265,74055519.58294754,59665370.73347599,59210906.63365864,105584811.13666071,68149324.40152434,40864679973.54242,50661960945.38272,11484701061.21724,42455914918.86756,32737879662.953426
64334491.134545624,56289908.35999172,108332966.03821807,55332702.46653134,71755110.2462037,61448412.710396916,89659313.71583676,75145107.11121593,53616856.87989994,71976576.79438676,82271954.42774312,77495931.250092,67021680.876210034,83341287.1549961,53982920.62516759,81163264.47066827,80029904.27835995,87756103.1000409,83428090.23727195,50215021.04723436,78908778.72787808,55886171.21734643,91362652.98093125,100432665.80422316,44652352.050719604,90106026.20813736,92040750.27330145,49985125.88560727,88613670.12904847,87799044.17734973,82018695.12078142,87472685.13711993,61537027.37592288,86220092.6143914,69788025.32533784,97950824.78419122,79169350.48627302,47672695.44198575,89122405.09877887,82469451.54649644,32389170539.63189,37440189639.25117,20745783383.973755,33821295258.810665,41610180557.25192
86677693.09280317,75395968.48126529,83897600.08411485,41841344.053915866,66610200.67310873,60781019.36719366,91967052.01046988,103774676.66463324,62876263.85030019,53720385.10865157,79482590.22501773,73961528.9936375,56806779.14142135,84009162.9210682,56527363.97628021,76913123.24908982,84213524.29297432,99713174.48571244,112962220.6302226,60128429.745389774,73093114.987772,57988794.12455123,83473686.74713671,83459323.00245866,37855887.63348375,74926049.2892992,92112079.39114787,52642367.30911951,82580996.95427468,69251666.55338342,62542601.84902867,97232265.48367082,78121411.16501226,66191534.73503565,59012138.70593219,97373012.36248189,80420930.75917535,41816284.758859746,94554058.79864293,88597120.13776723,34939390757.61133,51424060116.24578,16361079549.119822,34176187710.73834,43983466153.74728
63779568.57593423,57856957.67576025,81895153.27905694,58631958.66187365,44267178.10449554,66113214.13699934,80274675.22892848,83932986.46123815,65486673.42074137,99204937.9709668,98961078.98087579,104585567.7382064,69654871.1063758,80358696.99917261,56783672.99711401,87970566.5799994,67790444.02189255,43413971.59296746,56095663.240715094,49587885.78358139,91575946.47537372,54054813.970139824,71488604.37897344,81944201.90982863,95811841.87064677,87503902.19333595,71893311.38093163,65093993.7289876,76540310.68893489,110379268.51931636,94328271.85305163,53634268.461043455,62259922.06243727,54799751.36317255,58873951.980281875,68275449.67437753,103392985.77165739,107669044.96154088,93431840.98599789,74118056.30537085,28364228095.046913,42007489949.92699,18474945561.173264,31157020643.629467,28312325146.06552
104292552.22930823,56713332.79857871,68135493.28248182,92529072.60210836,72921260.83333966,99330798.51234625,74907958.96272376,81506774.24693042,84880709.7181448,89495174.83600338,54487600.87581172,78168586.63916983,104953767.40661666,58553060.94035822,54914433.81069738,69435451.5686471,55597856.078918874,90721767.83687766,53930820.94462909,65791282.25285135,73274963.11990888,64606746.50948854,70920260.85776792,62203665.46280493,57764015.92555054,67705343.8521357,70719763.83832718,95040414.91399783,75079151.6924557,45379141.71568848,109346596.08224006,83748810.81986535,62916578.97818527,41995882.800220765,45355114.16640672,69204071.050201,69510698.98305929,26919607.074947443,60804301.65193186,70013253.77351335,32633775970.045265,42812521111.38844,17965126059.335476,37194272818.94637,35759355151.83603
103028198.87323512,47659706.002136104,59146878.44584496,84255601.97732957,65191874.56418792,71968351.7517473,78616113.6727518,88508165.19618934,98236150.20316371,77415153.92436054,60400716.189033836,72331160.3385922,90441620.04211208,63521120.18217312,49031036.49689876,54483284.624469474,65240634.50476019,91015497.56442659,61726011.545975655,48578602.471936926,73984975.72675493,64119546.43243591,83085125.16355188,71222158.4362261,51819765.104179315,62557881.09144092,70277062.91364826,66365155.71078592,-136833816786.33272,42734891.94705902,114516476.71471044,91552755.24456277,84720907.23166525,49863253.970612295,47010033.54776485,41398700.665350385,71296417.8921611,73807700.68805137,52772255.84456571,65569001.64926143,31545048158.193035,38986157480.67697,16152152016.22778,27816260657.81078,37753038813.265205
59301483.48970581,84340839.81047043,87760188.95131907,87729533.08200257,74964394.25290714,101615809.2841369,47791762.41023497,74779863.37413165,94730718.08776982,56370155.941276014,95254938.04788627,101350717.13799264,121929326.26243946,78457885.76368803,68087441.06569374,93882095.01108555,57157789.90281015,58306605.780340135,83465020.10583954,78351022.88620178,96077172.30773507,63222292.67195099,77266476.56010629,89940506.01543017,61883125.31673329,56681139.06449033,54859064.64747991,59030658.794974014,82308695.48805475,64482828.730868824,68064258.76748699,39478969.60651653,61841576.49843302,67172084.98458052,67903218.88678351,91266116.14900142,33102007.06739761,94450528.8437659,50212025.84550831,70551299.66493861,24003177254.01694,49094531984.410995,19245503769.31888,41750577198.699165,27566757395.311863
88297584.5259115,66181252.520802066,86731890.73650327,79942912.90872076,75478237.11436698,94636375.10934596,51318725.22600637,63322563.82962496,90672352.35290854,53624520.764873736,91781403.11313649,83197808.78959215,111403959.96671738,62709119.309758924,70906097.7354595,89512486.02643386,64978778.109101936,52684680.74237001,70963392.59651668,73038698.78479606,100342887.099899,67724560.17077419,90320694.7429908,93163075.42934935,68385660.77796555,58680243.75388562,63481146.607357174,44626668.57019641,72505515.97018279,36583962.23976201,81891183.64211868,52780538.43183458,61138922.90550541,64903737.32765375,66419041.43556776,88837361.58684793,54798367.10236848,88133546.42655791,53758387.414866745,88842551.36993736,21811646157.95623,43837876830.91072,18679104191.692947,41242821821.81111,31435371525.46721
90773303.99739392,58786139.88422924,60404286.78312452,99504696.66706266,78736912.37883468,92051703.42412496,82425613.05658081,88398662.08399045,84763791.07211918,74679000.10708466,56751496.485437535,86508130.65757346,100816428.16358341,78265231.83739093,48330438.14032516,70061454.29439323,73710933.69971476,88822029.8425918,68814494.66573013,72097634.43296745,69934592.9361524,49217212.36235688,75951076.5512132,61125983.68949925,63695501.859582126,77709805.52924167,70202385.74768245,78263818.20269784,86103743.81315744,49091978.78975568,118231098.68661715,79268221.09269074,72209926.51989408,46885232.729992606,30930228.449812423,51017304.668089464,59951007.984329395,59008735.762728184,47769227.39569924,61067470.02438358,30554000917.20768,47648572726.99216,17113004661.05344,31870506836.534153,39484563556.982025
75157692.12830876,81587676.69193575,75695938.72057404,49357395.36078657,69286983.92611136,57293798.38539662,84818967.00297931,60743158.760365196,52805496.952937335,95830794.14903581,43864956.68139003,67262048.85254048,57193233.34623246,81141488.03495651,68942954.80977635,67582657.56627369,63090777.13824452,108492329.00157386,69079548.73593593,103028903.87237453,71723519.2144329,74898616.63797866,106601262.14119302,48180407.09367765,66561430.49590227,60232029.090664685,99219816.93151504,92419716.40972365,53560832.12421277,62780124.897738814,80400213.23549703,71501622.51441596,94685911.29645385,71541339.71186021,78119154.22985184,70872091.02652279,64679123.81084973,59496717.414306164,84795560.66587472,72012988.43552993,33710198412.761177,50745872483.782166,15197494523.468267,30001755062.784576,33244506407.508423
75909594.23883756,77975721.95726557,89713305.71485223,73258709.68134314,60716414.035651974,111108876.78621268,46648726.855404735,73652265.35178946,104639093.74421987,49613365.08729953,97500507.39438525,108409869.31405436,82018106.65963714,57513088.059186794,81884859.44035338,86523109.26945193,60263519.072766736,56671149.49933968,72812338.39054306,67139786.38628447,99015437.1150975,69575109.72406757,68588042.76133041,81117141.48335834,74346307.80595304,46720650.04304693,42680146.70577313,56446451.38016582,76533609.28015932,42872649.44303861,67652446.45297647,53168690.12550023,77289549.22385354,56925762.80851833,90993707.80640203,90268807.04715554,61174714.10140482,90179158.07893637,63513500.66865538,74054030.47587548,22398576103.94824,46317421504.977844,16929225420.2958,44726255977.335785,27768247535.639664
